id,document.
387,"[En junta de 7 de julio de 1796 se acordo comprar una casa en la calle de Encisos lindera con la de los Clerigos Menores y con la callejuela que da paso al postigo de dicha casa.]"
388,"[En otra de 10 de julio consta se habia comprado dicha casa, otorgandose escritura en firme ante el escribano publico Juan Bernardo Moran el dia 20 del mismo mes.]"
389,"[En junta de 14 de agosto se acordo nombrar dos diputados que eligieran «persona celosa que entienda en la general direccion economica de dicha obra» y forme plano de la capilla.]"
390,"[Se encargo la direccion de la obra al maestro alarife Fernando de Rosales.]"
391,"[En junta de 4 de octubre se presentaron por el referido maestro los planos que habia ejecutado para la edificacion de la capilla, con objeto de que se eligiera el del agrado de la Escuela; explico primero el maestro a los alli congregados «los grabes motibos perjudiciales que se nos seguian en cuanto a el plan de boveda; y vistos los muchos motibos y grabes favorables que se nos seguian en el otro plan de carroza echos todos cargos de los perjuicios del uno y de los del veneficio del otro dijo N. H. y P. Obediencia que desde luego su voto era y elejia el de carroza  y todos quedamos de conformidad en que se labrase el oratorio de carroza »]"
392,"[El plan llamado de carroza con armadura de madera proporcionaba mas ancho y largo por no necesitar que fueran los muros y pilastras de tanto grueso como el de boveda de ladrillo y era al mismo tiempo menos costoso.]"
393,"[Fernando de Rosales solicito del asistente de la ciudad delegara en maestros el reconocimiento de la cerca contigua a la calle de Encisos para que dictaran las medidas oportunas y se pudiera comenzar la obra.]"
394,"[El mismo solicito licencia para atajar la calle a carruajes y bestias mientras se verificaba el derribo de dicha pared.]"
395,"[Reconocio el sitio el arquitecto don Felix Caraza quien estimo ser necesario dicho atajo durante 50 dias habiles, y el 20 de enero de 1797 se accedio a la peticion del maestro Rosales.]"
396,"[Se acordo con arreglo al plano escogido las condiciones que debia tener el edificio: puerta principal al patinillo de los Clerigos Menores; un postigo a la derecha que diese entrada a las piezas de juntas, patio y sacristia; una ventana grande para ventilar el oratorio; puerta a la sacristia; dos ventanas altas, una al oriente y otra al poniente, en este mismo lado dos mas pequeñas y una claraboya al pie encima del coro.]"
397,"[Consta que fue el maestro aparejador de la obra, Francisco Romero.]"
398,"[Se coloco una cadena de hierro de 11 varas de larga por 4 pulgadas de gruesa con sus machos de 2 varas cada uno, embutida en forma de tiranta, en el arco que forma la capilla mayor para evitar posibles «quebrantos en los terremotos». Se comenzo en octubre de 1798, a techar la capilla, que en 1800 estaba terminada, acordandose fuera enlucida de de blanco, excepto la cornisa y «todos sus movimientos» que se enlucieron con yeso prieto. Hasta entonces (dice el cronista) no se habia usado en Sevilla semejante color «mas luego que se vio el buen juego y armonia vistosa le siguieron varios sujetos y hasta en las obras publicas despues se ha usado». Tambien se comenzo a hacer la boveda de ladrillo doble de la capilla mayor y lo restante de la capilla de listoneria de madera.]"
399,"[Aunque se habia acordado colocar en la pared que da a la calle Encisos, un Crucifijo y una imagen de Dolorosa, bien de azulejos o bien de medio relieve de barro cocido, no pudo ser lo primero porque «no se hallo persona en el arte del vidriado que lo hiciese bien y lo segundo el artifice a quien se le encomendo no nos ha cumplido la palabra »]"
400,"[La obra estuvo interrumpida de agosto de 1800 a marzo de 1801, a causa de una epidemia de fiebre amarilla que alcanzo al maestro de la obra, quien la reanudo el 1.° de marzo para terminarla en diciembre de ese mismo año. La puerta principal de la capilla es la que tenia la casa, ampliada hasta llenar el hueco de la portada.]"
401," Pintor, vecino de Sevilla en la collacion de San Salvador, arrienda a Fernando Garcia de Alcala, trabajador, dos asnos]"
402," Otorga poder general a Juan Alfonso, platero]"
403," Alfonso Martin de Marchena, labrador, esposo de Juana Jimenez, vecinos del lugar del Viso, adeuda a Gonzalo Fernandez, pintor, vecino en la collacion del Salvador, un cahiz de trigo]"
404," Se concierta con doña Catalina de Ribera y con su mayordomo Diego de Cervantes, para traer todo el barro y lima que fuere menester para el tejar de San Bernardo.]"
405," Vecino en la collacion de Santa Maria Magdalena, se obliga a pagar a Juan de Santa Cruz, mercader burgales, ocho mil quinientos maravedis por ciertos lienzos]"
406," Se concierta con Anton Sanchez de Guadalupe y Diego Fernandez, alcalde y prioste, respectivamente, de los pintores, para hacer y sacar en la fiesta del Corpus, el oficio de los pintores.]"
407," Adeuda al mercader Francisco Tellez, siete mil seiscientos treinta maravedis por ciertos lienzos]"
408," Pintor, vecino de Sevilla en la collacion de San Salvador, arrienda a Juan Lopez de Jaen, un asno de color prieto]"
409,"[ Pintor y su mujer Catalina Fernandez, vecinos de Sevilla en la collacion de San Vicente, se obligan a pagar a Gonzalo Fernandez Melgarejo, veinticuatro de Sevilla, mil maravedis de censo anual sobre una casa sita en la dicha collacion de San Vicente.]"
410," Pintor, vecino de Sevilla en la collacion de San Salvador, otorga poder a su hijo Francisco (roto) pintor (?) para todos sus asuntos]"
411," Catalina Fernandez, mujer de Jeronimo Rodriguez, recibe de Anton Rodriguez, pintor, de su esposa Ana Gutierrez y de Isabel de Morales, cuatrocientos sesenta y cinco maravedis por unas cuentas de ambar que la otorgante entrego para que las vendiera a Juana Gutierrez, corredora, que ha huido, por lo que se ven obligados a pagarlas sus fiadores]"
412," Dorador, vecino de Sevilla en la collacion de Santiago y su hermano Francisco de Sevilla, especiero, queriendo casar a su hermana Beatriz de Sevilla, hija de (roto) Gonzalez y de Ines Diaz, difuntos, con el platero Martin Fernandez, la dotan con doscientas doblas corrientes]"
413," Pintor, vecino de Sevilla en la collacion de San Marcos, hijo de Pedro de Ocaña, bancalero y de Juana Sanchez, difuntos, hermano de Catalina Sanchez, mujer de Juan Romero, labrador, perdona a su cuñado una cuchillada que dio a su hermana]"
414," Pintor, vecino de Sevilla en la collacion de San Salvador, otorga poder general para todos sus asuntos a Gonzalo de Llerena]"
415," Otorga licencia a su mujer Beatriz de Mesa, para que de poder para pleitos a Juan Rodriguez Pacheco, procurador]"
416," Pintor, vecino de la villa de Carmona en la collacion de Santa Maria, adeuda mil quinientos maravedis a Alfonso de Godoy, candelero]"
417," Dorador, vecino de Sevilla en la collacion de San Salvador, otorga poder a Alcazar para todos sus asuntos]"
418," Isabel Martinez, vecina de Sevilla en la collacion de San Isidro, arrienda a Nicolas de Ortega, una casa en la dicha collacion, colindante con la casa de los herederos de Juan Rodriguez, pintor]"
419,"Requerimiento del doctor Fernando Gomez, alcaide de la Justicia, a Martin de Arazola, mercader, para que termine de pagar la hechura de un San Cristobal a Francisco Rodriguez, pintor, cantidad que ha de abonar por Francisco, platero.]"
420," Pintor de imagenes, vecino de Sevilla en la collacion de San Pedro, en union de su mujer Leonor Marquez, cancela el tributo que pesaba sobre la casa de Pedro Fernandez, de la collacion de Santa Catalina]"
421," Pintor, vecino de Sevilla en la collacion de San Pedro, arrienda a Audalla Morato y a Ali, albañil, vecinos de la villa de la Algaba, dos bueyes]"
422," Recibe poder de Beatriz Fernandez de Villalan, viuda de Diego de Barrasa, para cobrar deudas]"
423," Recibe de aprendiz a (ilegible) Rodriguez]"
424," Pintor, vecino de Sevilla en la collacion de Santa Catalina, inquilino de Beatriz Dormaza, viuda de Diego Fernandez, escribano del Rey]"
425," Esposo de Isabel de Valladares, dota con sesenta mil maravedis, a su hija Francisca, que va a contraer matrimonio con Juan Lopez, platero]"
426," Compra un pedazo de olivar a Pedro Hernandez Moxon, corredor de vinos. En 9 de julio lo torna a vender]"
427," Tutor de Marcos Palacios, hijo de Anton de Palacios, corredor de caballos]"
428," Hace el inventario de los bienes de Beatriz Fernandez, viuda de Anton Lobo de Palacios]"
429," Se obliga a pagar a Luis Nuñez, mercader, ocho mil trescientos maravedis, por cierta mercancia]"
430," Pintor, vecino de Sevilla, requiere notarialmente al Prior y frailes del monasterio de Santa Maria del Carmen, de Sevilla, para que conforme al concierto celebrado hace ocho años le terminen de entregar la madera correspondiente a una nave para que pueda pintarla]"
431," Pintor, vecino en la collacion de Santa Catalina, hijo de Fernando de Osorio y de Catalina Rodriguez, recibe 10.000 maravedis, como dote de su mujer Juana de Leon, hija de Juan de Leon. Otorga igualmente su escritura de arras]"
432," Pintor, hijo de Juan Sanchez, escribano, natural de Palenzuela, estante en Sevilla en la collacion de Santa Maria Magdalena, otorga su testamento]"
433," Gonzalo de Santofincia, labrador, concertado, con Tomas Fernandez, pintor, vecino de Sevilla en la collacion del Salvador, para asuntos de labranza]"
434," Inquilino de Ines Fernandez de Mesa, viuda del jurado Alonso Fernandez de Santillan, en una casa de la calle Dados, collacion del Salvador]"
435," Concertado con Pedro Fernandez y Pedro Sanchez, veedor y alcalde, respectivamente, de los pintores, para sacar el dia del Corpus el oficio de los pintores y cobrar los maravedis repartidos como contribucion]"
436," Se obliga a pagar a Alonso del Castillo, arrendador de la renta de las alcabalas de las Gradas de la ciudad de Sevilla, dos mil setecientos maravedis, por todas las sargas pintadas que vendiese]"
437," Adeuda a Juan de Santa Cruz, mercader burgales, doce mil setecientos cincuenta maravedis, por ciertos lienzos]"
438," Debe a Francisco Diaz, mercader, seis mil ochocientos maravedis, por cierta ropa]"
439," Se obliga a pagar a Francisco de Valderrama, seis mil ochocientos maravedis, por ciertas mercancias]"
440," En union de su mujer Beatriz Fernandez y de Juan de Cazorla, calcetero, su yerno, se obliga a pagar a Diego de Herrera, mercader, y a Gonzalo de Baeza, dos mil novecientos cincuenta y siete maravedis, resto de un contrato publico de mayor cuantia]"
441," Se obliga a pagar a Jeronimo de Frias, arrendador de la alcabala de las Gradas de Sevilla, tres mil ochocientos maravedis, por las sargas que vendiese durante el año]"
442," Pintor de imagenes, vecino de Sevilla en la collacion de Santa Maria, se obliga a ir con Francisco Jimenez a la isla Española y alli servirle]"
443," Pintor, vecino de Sevilla en la collacion de San Nicolas, mancomunadamente con su esposa Juana Lopez, venden a Pedro Fernandez de Lora, toquero, un tributo de ochocientos maravedis y dos cargas de uva para colgar, sobre un pedazo de viña majuelo]"
444," Arrienda a Alfonso de Burgos, borceguinero, dos pedazos de viñas]"
445," Adeuda a Francisco de Valderrama, tres mil maravedis, por ciertas mercancias]"
446," Igualmente debe a Pedro Sanchez del Ala, cierta cantidad por compras]"
447," Toma de aprendiz a Felipe, de catorce años, hijo de Francisco de Espinosa, difunto]"
448," Arrienda a Gonzalo Fernandez, un pedazo de viñas]"
449," En union de su yerno Juan de Villarreal, pintor, vecino en la collacion de San Marcos, se obliga a pagar a Fernando de Bolante, trapero, mil novecientos maravedis, por cierto paño]"
450," Iluminador, vecino de Sevilla, en la collacion de San Andres, toma de aprendiz a Francisco, de 14 años, hijo de Juan de Ocaña, platero]"
451," Pintor, arrienda un asno de color rucio]"
452," Vecino en la collacion de Santa Maria, adeuda a Juan de Santa Cruz, mercader bureales, 12.750 mrs., por ciertos lienzos]"
453," Vive en calle Genova. Adeuda a Alvaro Garcia, mercader, dos mil ciento noventa maravedis, por ciertos lienzos]"
454,"[ Se obliga a pagar a Pedro Sanchez de Gallaistegui, mercader vizcaino, cuatro mil ciento veinte y cinco maravedis, resto de los doce ducados, en que le compro un macho de color prieto]"
455," Toma de aprendiz a Diego, de 20 años, hijo de Catalina Fernandez, viuda de Francisco Fernandez de la Plata]"
456," Juan Suarez, correo, vecino de Sevilla en la collacion de Omnium Sanctorum, se obliga a pagar a Pedro Fernandez, pintor, vecino en la collacion de Santa Maria, siete ducados de oro, por una mula rucia que llevo a la Corte y se le murio en el camino]"
457," Se obliga a pagar a Juan de Santa Cruz, mercader burgales, tres mil maravedis por Tomas Fernandez, pintor, que adeuda ocho mil maravedis. El citado Tomas Fernandez, esta en la carcel por dicha deuda]"
458," Adeuda al jurado Diego de Alcazar, cinco mil maravedis, por una mula]"
459," Maria Fernandez, su viuda, se obliga a pagar a Catalina de Isla, viuda de Andres de Vergara, trapero, dos mil maravedis]"
460," Su viuda Maria Fernandez, casada en segundas nupcias con Juan de Cordoda, ropero y Fernando de Sevilla, hijo de su primer matrimonio, dan por libre y quito a Gonzalo de la Barrera, vecino de Hinojos, de todo lo que les adeuda]"
461," Pintor, esposo de Ana Diaz, vecino de la villa de Olivares, otorga poder a su mujer, para que venda una esclava negra llamada Catalina]"
462," Vecino de Sevilla en la collacion de Omnium Sanctorum, arrienda a Juan de Villarreal, pintor, vecino en la collacion de San Marcos, una casa en esta collacion. Fiador, Alonso Lopez, pintor, vecino en San Nicolas]"
463," Isabel Sanchez, viuda de Anton Sanchez, pintor, reconoce en Diego de Abrego, hijo de Fernando de Abrego, al propietario de una casa sita en la collacion del Salvador, que la otorgante lleva en arrendamiento como heredera de sus padres Pedro Sanchez de Alcala y Catalina Sanchez de Santa Cruz]"
464," Pintor, vecino de Sevilla en la collacion de Santa Catalina, otorga poder general para todos sus asuntos y pleitos a Alonso de Alba, procurador]"
465," Vecino de Sevilla en la collacion de San Isidro, se obliga a pagar a Juan de Santa Cruz, mercader burgales, ocho mil quinientos maravedis, por ciertos lienzos]"
466," Vecino en la collacion del Salvador, arrienda a Alonso Martin de Guillena, trabajador y a su mujer Ana Fernandez, una casa en la calle del Sol]"
467," Arrienda a Gomez Fernandez, zapatero y a su mujer Leonor Fernandez, una casa en la calle del Sol]"
468," Pintor, vecino de Sevilla en la collacion de San Vicente, otorga poder general para pleitos]"
469," Pintor, hijo de Fernando de Alcala, pintor, difunto; vecino de Sevilla en la collacion de San Pedro, vende un esclavo negro al jurado Gonzalo Martel]"
470," Toma de aprendiz a Rodrigo de Frejenal, hija de Juan Garcia, vecino de Frejenal]"
471," Dorador, vecino de Sevilla en la collacion de San Vicente, perdona a Gaspar Lopez, cordonero, una cuchillada que le dio en una mano]"
472," Dorador, compra a Jorge Fernandez, vecino de Lisboa, un esclavillo negro de diez años]"
473," Inventario y aprecio de sus bienes, al ser nombrado monedero de la Casa de la Moneda]"
474," Vecino en la collacion de San Salvador, arrienda a Rodrigo de Venegas, mercader, y a Rodrigo de Andana, cuchillero, una casa en la calle de la Sierpe]"
475," Pintor, hijo de Gonzalo Alonso de Higueras y de Olalla Garcia, vecinos que fueron de Toledo, recibe la dote de Ines de Morales, hija de Alonso Martin de Alanis y de Beatriz Gonzalez, vecinos de Alanis, con quien va a contraer matrimonio]"
476," Testamento]"
477," Vecino en la collacion de Santa Marina, arrienda a Cristobal Morales, borceguinero, una casa donde mora]"
478," Vecino en la collacion de San Vicente, arrienda a Juan de Mercado, escudero, una casa en la collacion de Santa Maria]"
479,"[Pintor, vecino de Sevilla en la collacion de Santa Maria Magdalena, esposo de Maria de la Parra, encontrandose gravemente enfermo (ni siquiera puede firmar) otorga su testamento. Manda le entierren en el monasterio de San Francisco. Nombra herederos de sus bienes a su mujer y a su hermano Francisco de Segura. Declara que recibio 40.000 maravedis de dote de su esposa ante un escribano publico de Madrid. Ordena se pague a la mujer de Piti Juan, entallador:, vecino de Toledo, dos mil quinientos maravedis que le debia. Y manda se cobre a los señores de la Santa Iglesia de Sevilla el precio en que se tasare un retablo que hizo de San Sebastian y unos angeles para el altar mayor; al monasterio de San Pablo de esta ciudad, cinco o seis mil maravedis por ciertas obras que hizo; y cinco o seis mil maravedis por un retablo que hizo para Tejada (?). Tambien declara que le deben Juan Serrano, pintor, dos mil maravedis; y Lope Fernandez Agua Nevada, entallador, dos ducados de oro]"
480," Pintor, vecino de Sevilla en la collacion de San Bartolome, recibe en su taller a Alonso de Alcala, pintor, hijo de Gonzalo de Alcala, difunto, quien se obliga a servirle en las cosas de su oficio]"
481," Inquilino de Andres Fernandez, mayordomo de la fabrica de la iglesia de San Alfonso, en una casa de la collacion de Santiago]"
482," Vecino en la collacion de San Esteban, deja una casa de la fabrica de la iglesia de San Lorenzo]"
483," Arrienda a Virgilio de Espinosa, mayordomo del marques de Tarifa, una casa en la collacion de San Esteban]"
484," Dorador, vecino de Sevilla en la collacion del Salvador, esposo de Isabel Fernandez, compra aceite]"
485," Arrienda parte de su casa al guarnicionero Bartolome Sanchez]"
486," Inventario de sus bienes hecho por su viuda Isabel Fernandez. Vivia en la calle Arqueros (collacion del Salvador). Deja dos hijos menores de edad, llamados Miguel y Juan]"
487," Fernando Morcillo, borceguinero, arrienda a Pedro Fernandez, pintor, vecino de Sevilla en la collacion de San Isidro, una casa en la collacion de San Bartolome]"
488," Vecino en la collacion de Santa Maria en la calle de las Escobas, como alcalde del oficio de los pintores, ordena al pintor Cristobal de Cardenas, no use el oficio de veedor de los pintores, so pena de tres mil maravedis de multa]"
489," Como alcalde de los pintores y en union del otro alcalde Francisco Jimenez y de los veedores Pedro Fernandez de la Carcel y Cristobal de Mayorga, otorga poder para todos los asuntos tocantes al gremio, a Juan Fernandez, procurador]"
490," Vecino en la collacion del Salvador. Recibe poder de Pedro Fernandez, cambiador, para que cobre a Alonso Fernandez, espartero, vecino de la Gran Canaria, seis mil ciento sesenta maravedis]"
491," Otorga poder a Juan Guillen, espartero, para que cobre a Alonso Fernandez, espartero, vecino de la Gran Canaria, los seis mil ciento sesenta maravedis que pago por este a Pedro Fernandez, cambiador. ]"
492,"[En 18 de noviembre, con identico fin, otorga poder al licenciado Alonso de Vargas, clerigo, vecino de Canarias]"
493," En union de Anton Sanchez, pintor, vecino en la collacion de San Andres, y de Fernando de Vallejo, corredor de lonja, se obligan a pagar a Francisco de Valderrama, seis mil maravedis, por ciertas mercancias]"
494," Toma de aprendiz a Francisco de Herrera, hijo de Alonso Fernandez, labrador, natural de Porcuna]"
495,"«Sepan quantos esta carta vieren como yo pedro fernandes de guadalupe pintor vezino de seuilla en la collacion de san saluador otorgo e conosco que fago pabto e postura  con vos gaspar de laredo vezino desta dicha cibdad en nonbre del monasterio de santa ynes desta dicha cibdad  en tal manera que yo sea obligado e me obligo de fazer en el dicho monasterio de santa ynes [una obra] de pintura e con estas condiciones  la qual obra me obligo a la començar » [por el precio de ocho mil maravedis]."
496," Toma de aprendiz a Espino, hijo de (roto) de la Mar, pregonero del Concejo]"
497," En union de su hermano Anton Sanchez de Guadalupe, pintor, se obliga a pagar a Andres de Carmona, mercader, cuatro mil doscientos setenta y cinco maravedis, por cuatro libras y media de seda]"
498," Varios poderes para cobrar creditos a Francisco Fernandez, escribano de SS. MM.]"
499," Con su esposa Ana de Torres, vive en la calle Francos, collacion de Santa Maria]"
500," Francisco de Farias, guantero, arrienda a Francisco Solano, zapatero, una tienda en la collacion de Santa Maria, lindante con la casa de Pedro Fernandez de Guadalupe, pintor]"
501," Toma de criada a Catalina, de 14 años, hija de Juan Martin, tejedor de lienzos, vecino de Brenes]"
502," Toma de aprendiz a Diego, hijo de Ruy Martinez Caballero y hermano de Francisco Martinez, pintor]"
503," En union de Pedro Fernandez y como veedores del oficio de pintores, en nombre del gremio, otorgan poder general, al procurador Francisco Hernandez]"
504," Unido a Cristobal de Arcos, carpintero, ambos priostes del hospital de los Santos Angeles, sito en la collacion de San Andres, arriendan una casa propiedad de dicho hospital]"
505," Pintor de imagenes, vecino en la collacion de San Vicente y su esposa Maria de la Peña, dotan en cien mil maravedis a su hija Ana de Mayorga que va a contraer matrimonio con Rodrigo de Madrigal, hilador de seda]"
506," Pintor de imagineria, vecino de Sevilla en la collacion de San Alfonso, nombrado por Francisco de Peñalosa, canonigo de Sevilla, su familiar de la cuantia mayor, declara, previo juramento, ante el comendador Diego Barbosa, alcaide de los Alcazares y Atarazanas y veinticuatro de Sevilla y el jurado Diego Alvarez de Vaena, que posee como bienes propios diez y ocho mil maravedis, un macho de silla, que anda, que puede valer siete mil maravedis, una taza de plata que vale dos mil maravedis y un esclavo blanco apreciado en siete mil maravedis. Los testigos designados por el pintor: Nicolas Martinez, cordonero, Alonso de Olivares, carnicero y Juan de Ubeda, toquero y los llamados por los Jurados: Alonso Castellano, espartero Juan Alonso, atahonero y Diego de Cordoba, sastre, vecinos de la collacion de San Alfonso, confirman en sus respectivas declaraciones los asertos del pintor]"
507," Luis de Carranza, vecino de Sevilla en la collacion de San Pedro, arrienda a Francisco Tavera, una casa en la dicha collacion de San Pedro, lindera con la casa de Alejo Fernandez, pintor]"
508,"«Sepan quantos esta carta vieren como yo alexos fernandes pintor vecino desta cibdad de Sevilla en la collacion de san pedro otorgo e conosco que do e otorgo todo mi poder  a Juan de guejar mi criado  especialmente para que por mi y en mi nombre pueda pedir e demandar recibir aver e cobrar asi en juicio como fuera del de las fabricas y rentas e mayordomos de las yglesias de san leonis y santiago y san Juan de la cibdad de xeres de todas e de qualesquier dellas y de sus bienes y de quien con derecho deva todos los maravedis que las dichas yglesias me deven de un retablo que yo hize y labre a la dicha yglesia de san Juan e para que de lo que recibiere e cobrare pueda dar e otorgar carta y cartas e alvalaes de pago » (formulas)."
509,"Testamento de Alexos Fernandez, pintor, viudo de Maria Fernandez, vecino de Sevilla en la collacion de San Pedro. En sus clausulas ordena se le entierre en el monasterio de San Pablo; manda diferentes limosnas y misas por su alma y por la de su esposa, instituye un aniversario en el convento de San Pablo, funda una misa anual en el dia de la Resurreccion de Nro. Sr. Jesucristo. Nombra a Juan Fernandez, procurador, albacea. Mejora a su hijo mayor Sebastian Alexos. Otorga la libertad a su esclavo Juan de Guejar donandole ademas una docena de piedras de bruñir para dorar, una loza para moler colores y dos docenas de muestras de dibujo a su eleccion, ordenandole sirva durante cuatro años a su hijo Sebastian Alexos y si no lo hiciere no sera libre, tambien le dona 8.000 maravedis. Tiene una hija llamada Catalina Fernandez, casada con Diego Perez de Carvajal, trapero. Nombra herederos a sus hijos Sebastian, Catalina, Fernando y Luisa..
   [Fue revocado este testamento por otro otorgado en este oficio el año treinta y uno]."
510,". Ratifica el ahorramiento de su esclava blanca Isabel, de 30 años, natural de Oran, hecho por su difunta mujer Maria Fernandez, en su testamento otorgado ante el escribano publico de la villa de Aznalcazar, recibiendo veinte ducados de oro."
511,". En la misma fecha, Diego Perez, el Viejo, trapero, vecino de Sevilla en la collacion de San Alfonso, se obliga a pagar a Alexos Fernandez, pintor, lo que importare la alcabala por el ahorramiento de la citada esclava Isabel."
512,". En el mismo dia, la referida esclava Isabel recibe del pintor Alexos Fernandez, una cama de ropa y otros muebles dejados a ella por Maria Fernandez, difunta esposa del pintor, en su testamento."
513," Pintor, vecino de Sevilla en la collacion de San Alfonso, entrega a Mencia de Añasco, trescientos maravedis, como rentas adeudadas de la casa en que habita]"
514," Se obliga a pagar a Alfonso Ruiz de Dueñas, mil cuatrocientos sesenta y tres maravedis por cierto lienzo]"
515," Adeuda a Fernando de Sevilla, sedero, por cierto lienzo de cañamazo, cuatro mil cuatrocientos maravedis]"
516," Vecino en la collacion de Santa Catalina, con su hijo Pablos Garcia, pintor, vecino en la collacion de San Alfonso, se obligan a pagar a Pedro de Jerez, cambiador, cuatro mil maravedis que les ha prestado]"
517," Otorga poder a su hijo Pedro Gomez, pintor, para que presente una carta de justicia y pida se cumpla]"
518," Pintor, vecino de Sevilla en la collacion de Santa Catalina, otorga poder general a Diego Gonzalez]"
519,"[Toma de aprendiz a Baltasar Fernandez, hijo de Juan Fernandez, difunto, natural de Trancoso]"
520," Pintor, vecino de Sevilla en la collacion de San Isidro, inquilino en una tienda de Francisco de Cordoba, sastre]"
521," Arrienda a Isabel Rodriguez, viuda de Andres Martin Manzano, una casa en la calle Tintores (collacion de Santa Maria).]"
522," Pintor, otorga poderes a frey Juan Santos y a Gabriel Sanchez, para que pidan limosnas por todo el arzobispado de Sevilla, para la edificacion y reparo de la casa de San Nufrio, en termino de Sevilla]"
